"","date","carrier","flight_num","origin","dest","dest_state","sched_dep","dep","sched_arr","arr","cancelled","canc_code","distance","weekday","dep_delay","arr_delay"
"435",2017-10-09,"WN",4039,10721,13232,41,2018-11-12 16:20:00,2018-11-12 16:44:00,2018-11-12 18:05:00,2018-11-12 18:30:00,0,NA,861,"Monday",1440,1500
"436",2017-12-13,"WN",600,13487,13232,41,2018-11-12 10:55:00,2018-11-12 11:10:00,2018-11-12 12:25:00,2018-11-12 12:37:00,0,NA,349,"Wednesday",900,720
"437",2017-11-06,"DL",2709,12953,10397,34,2018-11-12 17:30:00,2018-11-12 17:27:00,2018-11-12 20:14:00,2018-11-12 19:55:00,0,NA,762,"Monday",-180,-1140
"438",2017-10-16,"OO",5933,13930,10581,12,2018-11-12 18:15:00,2018-11-12 18:08:00,2018-11-12 21:50:00,2018-11-12 21:34:00,0,NA,978,"Monday",-420,-960
"439",2017-12-13,"WN",985,11697,14843,3,2018-11-12 07:30:00,2018-11-12 07:40:00,2018-11-12 11:00:00,2018-11-12 11:00:00,0,NA,1046,"Wednesday",600,0
"440",2017-10-09,"NK",782,10821,11433,43,2018-11-12 16:59:00,2018-11-12 16:55:00,2018-11-12 18:29:00,2018-11-12 18:22:00,0,NA,409,"Monday",-240,-420
"441",2017-12-29,"B6",102,12478,10792,22,2018-11-12 19:30:00,2018-11-12 21:11:00,2018-11-12 21:03:00,2018-11-12 23:02:00,0,NA,301,"Friday",6060,7140
"442",2017-11-05,"B6",1317,10721,12478,22,2018-11-12 15:30:00,2018-11-12 17:13:00,2018-11-12 16:53:00,2018-11-12 18:21:00,0,NA,187,"Sunday",6180,5280
"443",2017-10-03,"OO",5523,14771,10157,91,2018-11-12 22:40:00,2018-11-12 22:33:00,2018-11-12 23:55:00,2018-11-12 23:33:00,0,NA,250,"Tuesday",-420,-1320
"444",2017-10-01,"NK",866,12892,11298,74,2018-11-12 10:07:00,2018-11-12 09:58:00,2018-11-12 15:12:00,2018-11-12 14:55:00,0,NA,1235,"Sunday",-540,-1020
"445",2017-12-11,"WN",6269,12892,14107,81,2018-11-12 17:35:00,2018-11-12 18:02:00,2018-11-12 19:55:00,2018-11-12 20:23:00,0,NA,370,"Monday",1620,1680
"446",2017-12-06,"UA",1938,12266,14057,92,2018-11-12 09:40:00,2018-11-12 09:38:00,2018-11-12 12:19:00,2018-11-12 12:09:00,0,NA,1825,"Wednesday",-120,-600
"447",2017-12-01,"AA",1381,11057,13930,41,2018-11-12 16:35:00,2018-11-12 16:34:00,2018-11-12 17:57:00,2018-11-12 17:31:00,0,NA,599,"Friday",-60,-1560
"448",2017-12-08,"AA",636,14107,12889,85,2018-11-12 18:10:00,2018-11-12 18:39:00,2018-11-12 18:23:00,2018-11-12 18:53:00,0,NA,255,"Friday",1740,1800
"449",2017-10-09,"AA",392,13930,12953,22,2018-11-12 07:30:00,2018-11-12 07:25:00,2018-11-12 10:38:00,2018-11-12 11:32:00,0,NA,733,"Monday",-300,3240
"450",2017-12-15,"AA",1033,11298,11057,36,2018-11-12 07:10:00,2018-11-12 07:05:00,2018-11-12 10:41:00,2018-11-12 10:27:00,0,NA,936,"Friday",-300,-840
"451",2017-10-25,"WN",5005,14679,14831,91,2018-11-12 07:40:00,2018-11-12 07:37:00,2018-11-12 09:00:00,2018-11-12 08:46:00,0,NA,417,"Wednesday",-180,-840
"452",2017-11-09,"AA",2484,11298,11618,21,2018-11-12 20:30:00,2018-11-12 20:30:00,2018-11-12 00:47:00,2018-11-12 00:31:00,0,NA,1372,"Thursday",0,-960
"453",2017-12-26,"AA",428,11292,11057,36,2018-11-12 10:11:00,2018-11-12 10:43:00,2018-11-12 15:29:00,2018-11-12 16:09:00,0,NA,1337,"Tuesday",1920,2400
"454",2017-12-13,"AA",1465,11057,14635,33,2018-11-12 22:08:00,2018-11-12 22:02:00,2018-11-12 23:59:00,2018-11-12 23:44:00,0,NA,600,"Wednesday",-360,-900
"455",2017-12-06,"WN",1764,13296,10821,35,2018-11-12 17:30:00,2018-11-12 18:03:00,2018-11-12 19:05:00,2018-11-12 19:39:00,0,NA,377,"Wednesday",1980,2040
"456",2017-11-17,"AA",255,12478,12892,91,2018-11-12 10:00:00,2018-11-12 10:17:00,2018-11-12 13:40:00,2018-11-12 13:35:00,0,NA,2475,"Friday",1020,-300
"457",2017-10-11,"WN",4695,10423,11259,74,2018-11-12 15:45:00,2018-11-12 15:45:00,2018-11-12 16:45:00,2018-11-12 16:41:00,0,NA,189,"Wednesday",0,-240
"458",2017-12-17,"DL",1372,11433,10397,34,2018-11-12 15:30:00,NA,2018-11-12 17:39:00,NA,1,"C",594,"Sunday",NA,NA
"459",2017-12-01,"F9",1561,13204,10397,34,2018-11-12 08:30:00,2018-11-12 08:28:00,2018-11-12 10:05:00,2018-11-12 09:59:00,0,NA,404,"Friday",-120,-360
"460",2017-11-14,"WN",499,12892,13796,91,2018-11-12 07:00:00,NA,2018-11-12 08:20:00,NA,1,"A",337,"Tuesday",NA,NA
"461",2017-12-16,"B6",57,10721,12264,38,2018-11-12 07:41:00,2018-11-12 07:45:00,2018-11-12 09:28:00,2018-11-12 09:20:00,0,NA,413,"Saturday",240,-480
"462",2017-12-13,"OO",4602,13487,11337,63,2018-11-12 22:11:00,2018-11-12 22:10:00,2018-11-12 23:19:00,2018-11-12 22:56:00,0,NA,144,"Wednesday",-60,-1380
"463",2017-10-19,"WN",1733,11423,12889,85,2018-11-12 11:50:00,2018-11-12 11:46:00,2018-11-12 12:55:00,2018-11-12 12:35:00,0,NA,1216,"Thursday",-240,-1200
"464",2017-12-01,"AA",263,13303,11298,74,2018-11-12 07:10:00,2018-11-12 07:09:00,2018-11-12 09:31:00,2018-11-12 09:31:00,0,NA,1121,"Friday",-60,0
"465",2017-11-16,"DL",2104,10397,14307,15,2018-11-12 15:06:00,2018-11-12 15:01:00,2018-11-12 17:33:00,2018-11-12 17:32:00,0,NA,903,"Thursday",-300,-60
"466",2017-10-31,"WN",1724,14831,10800,91,2018-11-12 06:40:00,2018-11-12 06:36:00,2018-11-12 07:45:00,2018-11-12 07:35:00,0,NA,296,"Tuesday",-240,-600
"467",2017-10-28,"WN",770,14831,12889,85,2018-11-12 12:15:00,2018-11-12 12:18:00,2018-11-12 13:35:00,2018-11-12 13:31:00,0,NA,386,"Saturday",180,-240
"468",2017-12-23,"OO",7359,12397,11433,43,2018-11-12 12:45:00,2018-11-12 16:52:00,2018-11-12 14:20:00,2018-11-12 18:38:00,0,NA,353,"Saturday",14820,15480
"469",2017-11-27,"NK",788,12889,11433,43,2018-11-12 23:20:00,2018-11-12 23:12:00,2018-11-12 06:11:00,2018-11-12 06:04:00,0,NA,1749,"Monday",-480,-420
"470",2017-10-09,"OO",4991,11433,11298,74,2018-11-12 07:15:00,2018-11-12 08:07:00,2018-11-12 09:15:00,2018-11-12 10:04:00,0,NA,986,"Monday",3120,2940
"471",2017-10-31,"DL",2315,11193,10397,34,2018-11-12 07:15:00,2018-11-12 07:13:00,2018-11-12 08:59:00,2018-11-12 08:51:00,0,NA,373,"Tuesday",-120,-480
"472",2017-11-27,"DL",1155,11433,12889,85,2018-11-12 14:20:00,2018-11-12 14:17:00,2018-11-12 15:51:00,2018-11-12 15:38:00,0,NA,1749,"Monday",-180,-780
"473",2017-11-18,"WN",2570,10821,12451,33,2018-11-12 13:10:00,2018-11-12 13:11:00,2018-11-12 15:15:00,2018-11-12 14:58:00,0,NA,663,"Saturday",60,-1020
"474",2017-12-15,"AS",480,14057,12478,22,2018-11-12 21:20:00,2018-11-12 21:53:00,2018-11-12 05:25:00,2018-11-12 05:36:00,0,NA,2454,"Friday",1980,660
"475",2017-10-05,"F9",1989,13485,12889,85,2018-11-12 14:55:00,2018-11-12 14:43:00,2018-11-12 16:46:00,2018-11-12 17:20:00,0,NA,1454,"Thursday",-720,2040
"476",2017-12-16,"UA",434,11618,13204,33,2018-11-12 17:38:00,2018-11-12 17:53:00,2018-11-12 20:28:00,2018-11-12 20:27:00,0,NA,937,"Saturday",900,-60
"477",2017-11-11,"WN",2735,12892,10693,54,2018-11-12 13:35:00,2018-11-12 13:34:00,2018-11-12 19:25:00,2018-11-12 19:04:00,0,NA,1797,"Saturday",-60,-1260
"478",2017-12-20,"OO",5632,14771,11603,92,2018-11-12 10:45:00,2018-11-12 10:39:00,2018-11-12 12:29:00,2018-11-12 15:05:00,0,NA,451,"Wednesday",-360,9360
"479",2017-10-04,"WN",941,11721,13232,41,2018-11-12 07:15:00,2018-11-12 07:18:00,2018-11-12 07:20:00,2018-11-12 07:28:00,0,NA,221,"Wednesday",180,480
"480",2017-12-14,"AA",1240,13244,11298,74,2018-11-12 12:24:00,2018-11-12 12:23:00,2018-11-12 14:09:00,2018-11-12 14:03:00,0,NA,431,"Thursday",-60,-360
"481",2017-11-05,"AA",1249,12892,10397,34,2018-11-12 07:30:00,2018-11-12 07:30:00,2018-11-12 14:41:00,2018-11-12 14:20:00,0,NA,1946,"Sunday",0,-1260
"482",2017-10-01,"DL",1353,10397,14193,33,2018-11-12 10:52:00,2018-11-12 10:52:00,2018-11-12 11:01:00,2018-11-12 10:52:00,0,NA,271,"Sunday",0,-540
"483",2017-11-26,"DL",2735,10397,10721,13,2018-11-12 10:20:00,2018-11-12 10:17:00,2018-11-12 12:55:00,2018-11-12 12:52:00,0,NA,946,"Sunday",-180,-180
"484",2017-10-01,"WN",3091,10821,13931,38,2018-11-12 11:05:00,2018-11-12 11:02:00,2018-11-12 11:55:00,2018-11-12 11:49:00,0,NA,159,"Sunday",-180,-360
"485",2017-12-06,"WN",2007,11066,13796,91,2018-11-12 16:45:00,2018-11-12 16:54:00,2018-11-12 19:10:00,2018-11-12 18:44:00,0,NA,2110,"Wednesday",540,-1560
"486",2017-12-17,"HA",241,12402,12173,2,2018-11-12 20:59:00,2018-11-12 20:50:00,2018-11-12 21:50:00,2018-11-12 21:36:00,0,NA,216,"Sunday",-540,-840
"487",2017-12-30,"NK",720,12889,11292,82,2018-11-12 17:25:00,2018-11-12 17:17:00,2018-11-12 20:17:00,2018-11-12 20:11:00,0,NA,628,"Saturday",-480,-360
"488",2017-11-02,"AA",486,14107,13930,41,2018-11-12 18:51:00,2018-11-12 18:43:00,2018-11-12 00:14:00,2018-11-12 23:58:00,0,NA,1440,"Thursday",-480,85440
"489",2017-12-16,"OO",5265,14489,14771,91,2018-11-12 13:40:00,2018-11-12 13:35:00,2018-11-12 15:20:00,2018-11-12 15:00:00,0,NA,462,"Saturday",-300,-1200
"490",2017-12-07,"EV",4114,12266,10994,37,2018-11-12 12:30:00,2018-11-12 12:33:00,2018-11-12 16:01:00,2018-11-12 15:37:00,0,NA,925,"Thursday",180,-1440
"491",2017-10-30,"AA",2216,11298,12953,22,2018-11-12 11:40:00,2018-11-12 12:35:00,2018-11-12 16:04:00,2018-11-12 16:54:00,0,NA,1389,"Monday",3300,3000
"492",2017-10-01,"AA",2329,11298,14057,92,2018-11-12 16:40:00,2018-11-12 16:39:00,2018-11-12 18:40:00,2018-11-12 18:39:00,0,NA,1616,"Sunday",-60,-60
"493",2017-10-23,"DL",754,10397,13360,33,2018-11-12 12:11:00,2018-11-12 12:40:00,2018-11-12 13:38:00,2018-11-12 14:01:00,0,NA,442,"Monday",1740,1380
"494",2017-11-23,"B6",2969,10721,11697,33,2018-11-12 07:00:00,2018-11-12 06:52:00,2018-11-12 10:30:00,2018-11-12 10:31:00,0,NA,1237,"Thursday",-480,60
"495",2017-10-20,"AS",8,14747,11618,21,2018-11-12 08:00:00,2018-11-12 07:52:00,2018-11-12 16:22:00,2018-11-12 16:49:00,0,NA,2402,"Friday",-480,1620
"496",2017-11-10,"OO",5650,11423,13930,41,2018-11-12 05:30:00,2018-11-12 05:38:00,2018-11-12 06:57:00,2018-11-12 07:03:00,0,NA,299,"Friday",480,360
"497",2017-11-01,"UA",1705,13930,11618,21,2018-11-12 09:10:00,2018-11-12 09:14:00,2018-11-12 12:15:00,2018-11-12 12:18:00,0,NA,719,"Wednesday",240,180
"498",2017-11-15,"OO",3040,14588,14107,81,2018-11-12 12:03:00,2018-11-12 11:56:00,2018-11-12 13:50:00,2018-11-12 13:39:00,0,NA,433,"Wednesday",-420,-660
"499",2017-10-16,"WN",1194,13342,13198,64,2018-11-12 06:55:00,2018-11-12 06:52:00,2018-11-12 08:25:00,2018-11-12 08:11:00,0,NA,436,"Monday",-180,-840
"500",2017-10-29,"AS",126,11630,14747,93,2018-11-12 06:05:00,2018-11-12 05:56:00,2018-11-12 11:02:00,2018-11-12 10:31:00,0,NA,1533,"Sunday",-540,-1860
"501",2017-10-19,"B6",1145,14524,11697,33,2018-11-12 12:21:00,2018-11-12 12:13:00,2018-11-12 14:41:00,2018-11-12 14:29:00,0,NA,805,"Thursday",-480,-720
"502",2017-10-06,"AA",179,12478,14771,91,2018-11-12 11:00:00,2018-11-12 10:53:00,2018-11-12 14:25:00,2018-11-12 14:11:00,0,NA,2586,"Friday",-420,-840
"503",2017-10-22,"WN",6130,12892,14107,81,2018-11-12 09:40:00,2018-11-12 09:37:00,2018-11-12 11:00:00,2018-11-12 11:02:00,0,NA,370,"Sunday",-180,120
"504",2017-10-18,"UA",532,11292,13930,41,2018-11-12 06:05:00,2018-11-12 06:03:00,2018-11-12 09:34:00,2018-11-12 09:13:00,0,NA,888,"Wednesday",-120,-1260
"505",2017-10-19,"OO",4633,10990,10397,34,2018-11-12 18:45:00,2018-11-12 18:37:00,2018-11-12 20:30:00,2018-11-12 20:11:00,0,NA,457,"Thursday",-480,-1140
"506",2017-12-22,"WN",6050,13891,14893,91,2018-11-12 05:20:00,2018-11-12 05:32:00,2018-11-12 06:50:00,2018-11-12 06:49:00,0,NA,390,"Friday",720,-60
"507",2017-10-13,"UA",1745,14262,14771,91,2018-11-12 05:35:00,2018-11-12 05:31:00,2018-11-12 07:13:00,2018-11-12 06:54:00,0,NA,421,"Friday",-240,-1140
"508",2017-10-22,"OO",5503,14689,14771,91,2018-11-12 17:25:00,2018-11-12 17:36:00,2018-11-12 18:40:00,2018-11-12 18:36:00,0,NA,262,"Sunday",660,-240
"509",2017-11-27,"OO",5447,11292,14489,92,2018-11-12 19:10:00,2018-11-12 19:02:00,2018-11-12 21:00:00,2018-11-12 20:44:00,0,NA,898,"Monday",-480,-960
"510",2017-10-07,"AA",2627,11298,14869,87,2018-11-12 18:50:00,2018-11-12 18:54:00,2018-11-12 20:42:00,2018-11-12 20:50:00,0,NA,989,"Saturday",240,480
"511",2017-12-16,"DL",1472,12953,13303,33,2018-11-12 07:10:00,2018-11-12 07:11:00,2018-11-12 10:30:00,2018-11-12 10:08:00,0,NA,1096,"Saturday",60,-1320
"512",2017-10-15,"WN",5439,10821,13495,72,2018-11-12 08:50:00,2018-11-12 08:50:00,2018-11-12 10:45:00,2018-11-12 10:18:00,0,NA,998,"Sunday",0,-1620
"513",2017-11-24,"VX",1717,11259,14771,91,2018-11-12 17:16:00,2018-11-12 17:18:00,2018-11-12 19:12:00,2018-11-12 19:01:00,0,NA,1476,"Friday",120,-660
"514",2017-10-12,"OO",5120,13184,13930,41,2018-11-12 20:00:00,2018-11-12 19:56:00,2018-11-12 20:15:00,2018-11-12 19:58:00,0,NA,222,"Thursday",-240,-1020
"515",2017-10-10,"AA",309,11278,13303,33,2018-11-12 06:59:00,2018-11-12 06:52:00,2018-11-12 09:44:00,2018-11-12 09:24:00,0,NA,919,"Tuesday",-420,-1200
"516",2017-12-21,"WN",3156,11292,14679,91,2018-11-12 14:55:00,2018-11-12 15:44:00,2018-11-12 16:20:00,2018-11-12 16:59:00,0,NA,853,"Thursday",2940,2340
"517",2017-12-08,"DL",1295,14122,10397,34,2018-11-12 11:13:00,2018-11-12 12:46:00,2018-11-12 13:05:00,2018-11-12 15:18:00,0,NA,526,"Friday",5580,7980
"518",2017-10-01,"UA",174,13204,11618,21,2018-11-12 07:30:00,2018-11-12 07:19:00,2018-11-12 10:05:00,2018-11-12 09:50:00,0,NA,937,"Sunday",-660,-900
"519",2017-12-31,"DL",1318,13487,14262,91,2018-11-12 09:30:00,2018-11-12 09:57:00,2018-11-12 11:36:00,2018-11-12 11:41:00,0,NA,1454,"Sunday",1620,300
"520",2017-12-21,"EV",2853,14674,11298,74,2018-11-12 06:50:00,2018-11-12 06:41:00,2018-11-12 09:46:00,2018-11-12 09:16:00,0,NA,551,"Thursday",-540,-1800
"521",2017-12-06,"AS",108,10299,14747,93,2018-11-12 00:50:00,2018-11-12 00:48:00,2018-11-12 05:15:00,2018-11-12 05:11:00,0,NA,1448,"Wednesday",-120,-240
"522",2017-10-22,"AA",2001,13930,14100,23,2018-11-12 05:00:00,2018-11-12 05:00:00,2018-11-12 08:00:00,2018-11-12 08:00:00,0,NA,678,"Sunday",0,0
"523",2017-12-21,"DL",2646,15304,12953,22,2018-11-12 15:40:00,2018-11-12 15:38:00,2018-11-12 18:25:00,2018-11-12 18:07:00,0,NA,1010,"Thursday",-120,-1080
"524",2017-12-28,"OO",7365,10141,13487,63,2018-11-12 05:00:00,2018-11-12 04:50:00,2018-11-12 06:20:00,2018-11-12 06:14:00,0,NA,257,"Thursday",-600,-360
"525",2017-11-12,"WN",3017,11278,13342,45,2018-11-12 20:55:00,2018-11-12 20:49:00,2018-11-12 22:05:00,2018-11-12 21:44:00,0,NA,634,"Sunday",-360,-1260
"526",2017-12-15,"WN",313,14107,13891,91,2018-11-12 07:40:00,2018-11-12 07:37:00,2018-11-12 07:55:00,2018-11-12 07:46:00,0,NA,325,"Friday",-180,-540
"527",2017-11-28,"WN",5989,14107,11292,82,2018-11-12 18:35:00,2018-11-12 18:45:00,2018-11-12 20:15:00,2018-11-12 20:19:00,0,NA,602,"Tuesday",600,240
"528",2017-12-10,"EV",5552,10397,12945,52,2018-11-12 18:00:00,2018-11-12 17:56:00,2018-11-12 19:20:00,2018-11-12 19:09:00,0,NA,304,"Sunday",-240,-660
"529",2017-10-05,"OO",4619,14869,12280,83,2018-11-12 11:05:00,2018-11-12 13:32:00,2018-11-12 12:13:00,2018-11-12 14:19:00,0,NA,188,"Thursday",8820,7560
"530",2017-12-01,"WN",443,11697,12889,85,2018-11-12 17:00:00,2018-11-12 17:00:00,2018-11-12 19:30:00,2018-11-12 19:19:00,0,NA,2173,"Friday",0,-660
"531",2017-12-23,"EV",5281,14685,12953,22,2018-11-12 12:59:00,2018-11-12 12:51:00,2018-11-12 15:07:00,2018-11-12 14:52:00,0,NA,722,"Saturday",-480,-900
"532",2017-12-19,"DL",786,12953,15304,33,2018-11-12 15:57:00,2018-11-12 15:57:00,2018-11-12 19:14:00,2018-11-12 18:44:00,0,NA,1010,"Tuesday",0,-1800
"533",2017-11-16,"UA",339,10721,11292,82,2018-11-12 07:27:00,2018-11-12 07:20:00,2018-11-12 10:13:00,2018-11-12 10:04:00,0,NA,1754,"Thursday",-420,-540
"534",2017-10-14,"EV",3885,14524,13930,41,2018-11-12 17:15:00,2018-11-12 20:13:00,2018-11-12 18:27:00,2018-11-12 22:12:00,0,NA,642,"Saturday",10680,13500
"535",2017-12-08,"OO",5508,13930,14122,23,2018-11-12 15:55:00,2018-11-12 16:11:00,2018-11-12 18:28:00,2018-11-12 18:34:00,0,NA,413,"Friday",960,360
"536",2017-10-09,"DL",1088,10299,13487,63,2018-11-12 21:45:00,2018-11-12 21:42:00,2018-11-12 05:58:00,2018-11-12 05:33:00,0,NA,2519,"Monday",-180,-1500
"537",2017-11-22,"DL",1629,13487,11433,43,2018-11-12 11:30:00,2018-11-12 11:27:00,2018-11-12 14:12:00,2018-11-12 13:54:00,0,NA,528,"Wednesday",-180,-1080
"538",2017-11-08,"AA",1909,10821,11057,36,2018-11-12 05:09:00,2018-11-12 05:01:00,2018-11-12 06:34:00,2018-11-12 06:27:00,0,NA,361,"Wednesday",-480,-420
"539",2017-11-09,"WN",39,12889,10140,86,2018-11-12 09:50:00,2018-11-12 09:46:00,2018-11-12 12:15:00,2018-11-12 12:06:00,0,NA,486,"Thursday",-240,-540
"540",2017-12-22,"DL",31,10397,11298,74,2018-11-12 20:42:00,2018-11-12 21:21:00,2018-11-12 22:10:00,2018-11-12 22:49:00,0,NA,731,"Friday",2340,2340
"541",2017-11-06,"HA",45,14831,13830,2,2018-11-12 07:30:00,2018-11-12 07:26:00,2018-11-12 11:00:00,2018-11-12 10:34:00,0,NA,2355,"Monday",-240,-1560
"542",2017-10-13,"WN",204,14307,11697,33,2018-11-12 13:20:00,2018-11-12 13:24:00,2018-11-12 16:25:00,2018-11-12 16:13:00,0,NA,1188,"Friday",240,-720
"543",2017-12-30,"UA",1073,11433,11292,82,2018-11-12 16:21:00,2018-11-12 16:18:00,2018-11-12 17:43:00,2018-11-12 17:48:00,0,NA,1123,"Saturday",-180,300
"544",2017-10-15,"WN",5669,10821,12391,22,2018-11-12 14:50:00,2018-11-12 14:46:00,2018-11-12 15:55:00,2018-11-12 15:43:00,0,NA,220,"Sunday",-240,-720
"545",2017-11-01,"DL",1533,14986,10397,34,2018-11-12 06:00:00,2018-11-12 05:53:00,2018-11-12 07:30:00,2018-11-12 07:22:00,0,NA,444,"Wednesday",-420,-480
"546",2017-12-10,"OO",3069,14107,10561,91,2018-11-12 21:10:00,2018-11-12 21:07:00,2018-11-12 21:44:00,2018-11-12 21:31:00,0,NA,425,"Sunday",-180,-780
"547",2017-10-25,"DL",1361,10821,13487,63,2018-11-12 17:08:00,2018-11-12 17:04:00,2018-11-12 18:52:00,2018-11-12 18:31:00,0,NA,936,"Wednesday",-240,-1260
"548",2017-10-02,"UA",218,12173,13930,41,2018-11-12 15:50:00,2018-11-12 15:46:00,2018-11-12 05:00:00,2018-11-12 04:49:00,0,NA,4243,"Monday",-240,-660
"549",2017-11-27,"AA",2115,12953,10721,13,2018-11-12 17:00:00,2018-11-12 16:52:00,2018-11-12 18:17:00,2018-11-12 17:56:00,0,NA,184,"Monday",-480,-1260
"550",2017-11-03,"WN",4990,14107,14908,91,2018-11-12 18:15:00,2018-11-12 18:16:00,2018-11-12 19:25:00,2018-11-12 19:23:00,0,NA,338,"Friday",60,-120
"551",2017-12-02,"AA",1602,11278,11298,74,2018-11-12 12:45:00,2018-11-12 12:39:00,2018-11-12 15:24:00,2018-11-12 14:54:00,0,NA,1192,"Saturday",-360,-1800
"552",2017-10-17,"EV",4293,13158,12266,74,2018-11-12 13:30:00,2018-11-12 13:21:00,2018-11-12 15:00:00,2018-11-12 14:40:00,0,NA,429,"Tuesday",-540,-1200
"553",2017-11-13,"OO",5576,14771,14487,91,2018-11-12 19:00:00,2018-11-12 19:46:00,2018-11-12 20:07:00,2018-11-12 20:39:00,0,NA,199,"Monday",2760,1920
"554",2017-12-16,"WN",5454,10423,13796,91,2018-11-12 14:50:00,2018-11-12 14:57:00,2018-11-12 16:45:00,2018-11-12 16:23:00,0,NA,1497,"Saturday",420,-1320
"555",2017-11-03,"AA",1793,14576,11057,36,2018-11-12 19:10:00,2018-11-12 19:07:00,2018-11-12 21:07:00,2018-11-12 21:11:00,0,NA,573,"Friday",-180,240
"556",2017-12-05,"WN",2101,10821,11259,74,2018-11-12 20:00:00,2018-11-12 19:58:00,2018-11-12 22:30:00,2018-11-12 22:37:00,0,NA,1209,"Tuesday",-120,420
"557",2017-11-12,"WN",4533,13796,14679,91,2018-11-12 13:30:00,2018-11-12 13:34:00,2018-11-12 14:55:00,2018-11-12 14:57:00,0,NA,446,"Sunday",240,120
"558",2017-12-29,"WN",5186,12892,10140,86,2018-11-12 16:50:00,2018-11-12 16:53:00,2018-11-12 19:35:00,2018-11-12 19:51:00,0,NA,677,"Friday",180,960
"559",2017-11-17,"DL",2037,12478,10423,74,2018-11-12 13:45:00,2018-11-12 13:45:00,2018-11-12 17:09:00,2018-11-12 16:41:00,0,NA,1521,"Friday",0,-1680
"560",2017-12-24,"OO",5291,11109,11292,82,2018-11-12 06:00:00,2018-11-12 06:09:00,2018-11-12 06:56:00,2018-11-12 07:24:00,0,NA,73,"Sunday",540,1680
"561",2017-10-23,"OO",5359,10713,14771,91,2018-11-12 12:45:00,2018-11-12 12:50:00,2018-11-12 13:43:00,2018-11-12 13:37:00,0,NA,522,"Monday",300,-360
"562",2017-10-28,"UA",1670,14771,12173,2,2018-11-12 19:30:00,2018-11-12 19:21:00,2018-11-12 22:00:00,2018-11-12 21:29:00,0,NA,2398,"Saturday",-540,-1860
"563",2017-12-10,"UA",1403,12266,13930,41,2018-11-12 10:02:00,2018-11-12 10:06:00,2018-11-12 12:44:00,2018-11-12 12:51:00,0,NA,925,"Sunday",240,420
"564",2017-10-31,"OO",5603,13930,12945,52,2018-11-12 14:45:00,2018-11-12 14:48:00,2018-11-12 17:09:00,2018-11-12 17:10:00,0,NA,323,"Tuesday",180,60
"565",2017-10-08,"WN",5636,13232,14831,91,2018-11-12 08:45:00,2018-11-12 08:46:00,2018-11-12 11:25:00,2018-11-12 11:08:00,0,NA,1838,"Sunday",60,-1020
"566",2017-11-03,"UA",174,11618,14635,33,2018-11-12 11:28:00,2018-11-12 11:25:00,2018-11-12 14:37:00,2018-11-12 14:30:00,0,NA,1068,"Friday",-180,-420
"567",2017-12-26,"B6",219,12478,11057,36,2018-11-12 07:55:00,2018-11-12 08:15:00,2018-11-12 09:58:00,2018-11-12 10:26:00,0,NA,541,"Tuesday",1200,1680
"568",2017-12-12,"EV",3931,12945,13930,41,2018-11-12 06:00:00,2018-11-12 05:58:00,2018-11-12 06:29:00,2018-11-12 06:26:00,0,NA,323,"Tuesday",-120,-180
"569",2017-11-08,"AS",353,13796,14747,93,2018-11-12 09:05:00,2018-11-12 08:51:00,2018-11-12 11:10:00,2018-11-12 10:40:00,0,NA,672,"Wednesday",-840,-1800
"570",2017-10-05,"DL",1982,12953,13303,33,2018-11-12 15:20:00,2018-11-12 15:14:00,2018-11-12 18:37:00,2018-11-12 18:08:00,0,NA,1096,"Thursday",-360,-1740
"571",2017-10-28,"OO",3340,14679,14893,91,2018-11-12 06:20:00,2018-11-12 06:11:00,2018-11-12 08:01:00,2018-11-12 08:48:00,0,NA,480,"Saturday",-540,2820
"572",2017-10-13,"AA",958,10397,13303,33,2018-11-12 06:00:00,2018-11-12 05:55:00,2018-11-12 07:53:00,2018-11-12 07:39:00,0,NA,594,"Friday",-300,-840
"573",2017-10-22,"B6",428,13204,11618,21,2018-11-12 21:40:00,2018-11-12 22:12:00,2018-11-12 00:11:00,2018-11-12 00:28:00,0,NA,937,"Sunday",1920,1020
"574",2017-12-31,"AA",2104,12266,11057,36,2018-11-12 08:40:00,2018-11-12 08:34:00,2018-11-12 12:10:00,2018-11-12 11:53:00,0,NA,912,"Sunday",-360,-1020
"575",2017-11-26,"EV",3941,15624,12266,74,2018-11-12 14:08:00,2018-11-12 13:56:00,2018-11-12 16:13:00,2018-11-12 15:39:00,0,NA,528,"Sunday",-720,-2040
"576",2017-12-01,"AA",572,11057,14893,91,2018-11-12 15:04:00,2018-11-12 15:07:00,2018-11-12 17:47:00,2018-11-12 17:25:00,0,NA,2244,"Friday",180,-1320
"577",2017-11-13,"AA",233,13930,13303,33,2018-11-12 05:25:00,2018-11-12 05:33:00,2018-11-12 09:30:00,2018-11-12 09:43:00,0,NA,1197,"Monday",480,780
"578",2017-12-12,"WN",5695,10821,13204,33,2018-11-12 09:20:00,2018-11-12 09:17:00,2018-11-12 11:45:00,2018-11-12 11:38:00,0,NA,787,"Tuesday",-180,-420
"579",2017-12-04,"EV",4009,11042,12266,74,2018-11-12 11:15:00,2018-11-12 11:08:00,2018-11-12 13:36:00,2018-11-12 13:17:00,0,NA,1091,"Monday",-420,-1140
